Index #,Unique Identifier,Rating,Rank,Level (A),Billet Title,Functional Area ,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,Notes,Training Solution Type,Cluster Analysis Title,Recommended Modality,Development Specification,Candidate Platform,CFM Placement,Priority Placement,Development Ratio,Development Time (duration in hours),Notes
PQ17-011,586,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Review ship's and SOPA's policies for ship's boats,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-012,587,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,"Direct the testing/use of the general announcing systems, alarms, and ship's bell",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-013,588,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,"Execute the ship's routine as modified in the POD, PDL, and In-port Night Orders",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-014,589,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Ensure positive identification/authorization of personnel entering/leaving the ship,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-015,590,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Inspect/control liberty parties,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-016,591,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Inspect all packages/materials carried on/off the ship for unauthorized/illegal items IAW ship's procedures,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-017,592,QM,E7,M,Officer of the Deck,Communications,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Observe sunrise,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-018,593,QM,E7,M,Officer of the Deck,Communications,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Execute morning colors,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-019,594,QM,E7,M,Officer of the Deck,Communications,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Execute evening colors/observe sunset,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-020,595,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Enforce ship's boats' safety requirements,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-021,596,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,"Ensure all boats are fully equipped, manned, fueled, and in working order prior to use",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-022,597,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Direct the operation of the ship's boats,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-023,598,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Coordinate shipboard emergency drills,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-024,599,QM,E7,M,Officer of the Deck,Communications,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Demonstrate the proper use of the Ship's General Announcing system (1MC),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-025,600,QM,E7,M,Officer of the Deck,Communications,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,"Render honors to officers/officials in passing (afoot, vehicle, and boat)",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-026,601,QM,E7,M,Officer of the Deck,Communications,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Announce the CO’s/ranking officer’s/official’s arrival and departure,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-027,602,QM,E7,M,Officer of the Deck,Communications,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Call away working parties,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-028,603,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Initiate action to receive ships alongside,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-029,604,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Accomplish all necessary actions to allow for the safe conduct of personnel working over the side,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-030,605,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Accomplish all necessary actions to allow for the safe conduct of personnel working aloft,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-031,606,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Accompany Roving Patrol(s) on rounds,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-032,607,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Accompany Sound and Security Patrol on rounds,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-033,608,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Accomplish all necessary actions to allow for the safe conduct of divers in the water,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-034,609,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Initiate action to refuel/transfer fuel,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-035,610,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Accomplish all necessary actions to allow for the safe conduct of pumping bilges,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-036,611,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Collect and review 12 o'clock reports,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-037,612,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Review Deck Log for accuracy,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-038,613,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Review Deck Log for accuracy,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-039,614,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Verify safe conditions for sonar operations,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-040,615,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Verify safe conditions for ordnance handling,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-041,616,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Verify safe conditions for turnover of (jack) main engines,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-042,617,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Observe lowering and raising of ship's boats,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-043,618,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Prepare for getting underway,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-044,619,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Observe working mooring lines with capstan,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-045,620,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Set HERO restrictions,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-046,621,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Verify safe conditions for air operations (in-port),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-047,622,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Respond to political asylum/temporary refuge request,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-048,623,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Respond to storm warning,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-049,624,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Receive personnel in UA/deserter status,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-050,625,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Receive personnel from civil/military authorities,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-051,626,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Observe crane operations,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-052,627,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Respond to American Red Cross emergency notification,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-053,628,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,"Observe an anchor chain under light, moderate, and heavy strain and receive reports from the anchor watch",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ17-054,629,QM,E7,M,Officer of the Deck,Administration,NAVEDTRA 43397-F (306 Officer of the Deck),10/2/2017,300 Series PQS Watch Station,Receive drunk/disorderly personnel,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ18-001,630,QM,E1,A,Navigation Administrator,Navigation,NAVEDTRA 43492 (301 - AN/SPS-73(V) Surface Surveillance Radar (SSR) Operator),7/1/2020,300 Series PQS Watch Station,Perform AN/SPS-73(v) Surface Surveillance Radar (SSR) system start-up (normal) procedure IAW CSOSS,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Block Zero Addition,RADAR Operations,VSIM,xAPI/Captivate/ VSIM,N/A,Year 1,5,220:01:00,220,Revision to A School
PQ18-002,631,QM,E1,A,Navigation Administrator,Navigation,NAVEDTRA 43492 (301 - AN/SPS-73(V) Surface Surveillance Radar (SSR) Operator),7/1/2020,300 Series PQS Watch Station,"Adjust the following display features to provide proper presentation IAW NAVDORM and commanding officers orders: display color schemes, setting display parameters, bell duration: slider, range ring brightness: slider, EBL/VRM brightness:  slider, number history points, timescale history points, position history points, CRT control settings, lcd control settings, & track class filter",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Operate informational display system,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ18-003,632,QM,E1,A,Navigation Administrator,Navigation,NAVEDTRA 43492 (301 - AN/SPS-73(V) Surface Surveillance Radar (SSR) Operator),7/1/2020,300 Series PQS Watch Station,Adjust the displayed radar range scale,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Adjust radar scope presentation to align with navigation charts,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ18-004,633,QM,E1,A,Navigation Administrator,Navigation,NAVEDTRA 43492 (301 - AN/SPS-73(V) Surface Surveillance Radar (SSR) Operator),7/1/2020,300 Series PQS Watch Station,Adjust the radar image selection & radar port selection radar features to provide proper presentation IAW NAVDORM and commanding officers orders,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Adjust the radar image selection & radar port selection radar features to provide proper presentation IAW NAVDORM and commanding officers orders.,Knowledge/Performance Test,Time Gap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ18-005,634,QM,E1,A,Navigation Administrator,Navigation,NAVEDTRA 43492 (301 - AN/SPS-73(V) Surface Surveillance Radar (SSR) Operator),7/1/2020,300 Series PQS Watch Station,"Make the following adjustments: track sensitivity, STC control, FTC control, radar gain, & radar brightness",Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Use Automatic Radar Plotting Aid (ARPA),Knowledge/Performance Test,Time Gap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ18-006,635,QM,E1,A,Navigation Administrator,Navigation,NAVEDTRA 43492 (301 - AN/SPS-73(V) Surface Surveillance Radar (SSR) Operator),7/1/2020,300 Series PQS Watch Station,"Perform the following tracking functions: manual track acquisition, hook track, sequence track, editing track information, reposition track (repos), position correlate (POSCOR), drop single track, drop all tracks, & correlate and de-correlate tracks",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Perform the following tracking functions: manual track acquisition, hook track, sequence track, editing track information, reposition track (repos), position correlate (POSCOR), drop single track, drop all tracks, & correlate and de-correlate tracks",Knowledge/Performance Test,Time Gap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ18-007,636,QM,E1,A,Navigation Administrator,Navigation,NAVEDTRA 43492 (301 - AN/SPS-73(V) Surface Surveillance Radar (SSR) Operator),7/1/2020,300 Series PQS Watch Station,"Perform the following navigation and maneuvering functions: trial maneuver, projected intercept - time, projected intercept - speed, enter a nav point, reposition a nav point, edit lat/long and label of a nav point, toggle the display of a nav point, edit the range & bearing of nav points, save a nav point file, delete a single nav point, delete a nav point list, & open a nav point file",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Block Zero Addition,RADAR Operations,VSIM,xAPI/Captivate/ VSIM,N/A,Year 1,5,220:01:00,220,Revision to A School
PQ18-008,637,QM,E1,A,Navigation Administrator,Navigation,NAVEDTRA 43492 (301 - AN/SPS-73(V) Surface Surveillance Radar (SSR) Operator),7/1/2020,300 Series PQS Watch Station,"Perform the following graphics functions: draw polygon/polylines, draw circle, draw sector, place VRM, place EBL, offset EBL, center EBL (electronic bearing line), save automatic direction finder (ADF), make an acquisition area, make a guard alarm, make a blanking sector, make an image land mask, make a track land mask, display threshold bias map (TBM), slave to o/s vs. Geo",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Block Zero Addition,RADAR Operations,VSIM,xAPI/Captivate/ VSIM,N/A,Year 1,5,220:01:00,220,Revision to A School
PQ18-009,638,QM,E1,A,Navigation Administrator,Navigation,NAVEDTRA 43492 (301 - AN/SPS-73(V) Surface Surveillance Radar (SSR) Operator),7/1/2020,300 Series PQS Watch Station,Perform AN/SPS-73(v) Surface Surveillance Radar (SSR)system shutdown IAW CSOSS,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Block Zero Addition,RADAR Operations,VSIM,xAPI/Captivate/ VSIM,N/A,Year 1,5,220:01:00,220,Revision to A School
PQ18-010,639,QM,E1,A,Navigation Administrator,Navigation,NAVEDTRA 43492 (301 - AN/SPS-73(V) Surface Surveillance Radar (SSR) Operator),7/1/2020,300 Series PQS Watch Station,Setup AN/SPS-73(v) Surface Surveillance Radar (SSR) system for EMCON conditions IAW EMCON bill,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Block Zero Addition,RADAR Operations,VSIM,xAPI/Captivate/ VSIM,N/A,Year 1,5,220:01:00,220,Revision to A School
PQ18-011,640,QM,E1,A,Navigation Administrator,Navigation,NAVEDTRA 43492 (301 - AN/SPS-73(V) Surface Surveillance Radar (SSR) Operator),7/1/2020,300 Series PQS Watch Station,Setup AN/SPS-73(v) Surface Surveillance Radar (SSR) system for man aloft,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Block Zero Addition,RADAR Operations,VSIM,xAPI/Captivate/ VSIM,N/A,Year 1,5,220:01:00,220,Revision to A School
PQ19-001,641,QM,E1,A,Navigation Administrator,Navigation,NAVEDTRA 43492 (302 - BridgeM E Series Radar Operator),7/1/2020,300 Series PQS Watch Station,Switch on the bridge master radar IAW CSOSS,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Block Zero Addition,RADAR Operations,VSIM,xAPI/Captivate/ VSIM,N/A,Year 1,5,220:01:00,220,Revision to A School
PQ19-002,642,QM,E1,A,Navigation Administrator,Navigation,NAVEDTRA 43492 (302 - BridgeM E Series Radar Operator),7/1/2020,300 Series PQS Watch Station,Transition from standby mode to transmit mode,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Block Zero Addition,RADAR Operations,VSIM,xAPI/Captivate/ VSIM,N/A,Year 1,5,220:01:00,220,Revision to A School
PQ19-003,643,QM,E1,A,Navigation Administrator,Navigation,NAVEDTRA 43492 (302 - BridgeM E Series Radar Operator),7/1/2020,300 Series PQS Watch Station,"Adjust the following basic operation features IAW NAVDORM requirements and commanding officer’s orders: radar transmission pulse length, range scale, display heading line/stern line, video gain settings, anti-clutter settings, enable/disable enhanced video mode, transceiver fine tuning settings, off-set the picture, centering the video display, enable/disabling ais features, & brilliance controls",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Adjust the following basic operation features IAW NAVDORM requirements and commanding officer’s orders: radar transmission pulse length, range scale, display heading line/stern line, video gain settings, anti-clutter settings, enable/disable enhanced video mode, transceiver fine tuning settings, off-set the picture, centering the video display, enable/disabling ais features, & brilliance controls",Knowledge/Performance Test,Time Gap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ19-004,644,QM,E1,A,Navigation Administrator,Navigation,NAVEDTRA 43492 (302 - BridgeM E Series Radar Operator),7/1/2020,300 Series PQS Watch Station,"Adjust the following ship’s heading and speed features IAW NAVDORM requirements and commanding officer’s orders: align compass heading, manually enter magnetic variation, select speed mode, & enter manual set and drift",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Operate electronic navigation systems,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
