Index #,Unique Identifier,Rating,Rank,Level (A),Billet Title,Functional Area ,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,Notes,Training Solution Type,Cluster Analysis Title,Recommended Modality,Development Specification,Candidate Platform,CFM Placement,Priority Placement,Development Ratio,Development Time (duration in hours),Notes
NS-478,1656,ALL,E7,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Assess and report command or unit material and personnel readiness,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-479,1657,ALL,E7,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Review, recommend, and monitor implementation of policy statements, operation orders, and directives",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-480,1658,ALL,E7,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Monitor command programs (Sailor of the Year, Sponsor, etc.) and provide input for process improvement",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-481,1659,ALL,E7,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the procedures for conducting Career Development Boards (CDB),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-482,1660,ALL,E7,M,General Sailor,Security Requirements,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Train personnel in the security policies, requirements, and procedures for handling classified material and information",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-483,1661,ALL,E7,M,General Sailor,Security Requirements,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Assess communications vulnerabilities to critical information and make recommendations for countermeasures if needed,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-484,1662,ALL,E7,M,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Know the duties of Casualty Assistance Calls Officer (CACO),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-485,1663,ALL,E7,M,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Describe the five factors that commanders consider when approving a request for religious accommodation,All Sailor Task (ships),No,A-500-0009,Command Managed Equal Opportunity Program Manager Course,F-School,CENSERVSUPP,CTTL,Advise the Command on the Navy's policy on Religious accommodation,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-486,1664,ALL,E7,M,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Describe the process for requesting an immunization or Deoxyribonucleic Acid (DNA) waiver based on a sailor's religious objection,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-487,1665,ALL,E7,M,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify controls and resources that the command can create to reduce risk to personnel (reduce risk to force),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-488,1666,ALL,E7,M,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify resources external to your command to support integration and implementation of risk management concepts and processes in your command,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-489,1667,ALL,E7,M,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify workplace safety measures mandated by Industrial Hygiene (IH) survey,All Sailor Task (ships),No,A-493-0050,Introduction to Naval Safety and Occupational Health Ashore,G-School,CENSAFE,TCCD,Manage Safety Programs,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-490,1668,ALL,E7,M,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Monitor workplace safety measures mandated by Industrial Hygiene (IH) survey ,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-491,1669,ALL,E7,M,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Monitor workplace occupational health exam(s) mandated by Industrial Hygiene (IH) survey and NAVOSH for sailors assigned,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-492,1670,ALL,E7,M,General Sailor,Safety,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Initiate a workplace Accident/Injury Report,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-493,1671,ALL,E8,M,General Sailor,Training,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Understand the increased risk of ""high risk"" training",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-494,1672,ALL,E8,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Provide program and technical direction at the departmental level,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-495,1673,ALL,E8,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Assess and report department's material and personnel readiness,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-496,1674,ALL,E8,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Prioritize overall department work,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-497,1675,ALL,E8,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Delegate authority for department functions,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-498,1676,ALL,E8,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Coordinate and evaluate status and impact of department work on other departments,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-499,1677,ALL,E8,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Provide guidance on job performance to division chiefs,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-500,1678,ALL,E8,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Monitor assignment and utilization of department personnel,All Sailor Task (ships),No,A-493-0050,Introduction to Naval Safety and Occupational Health Ashore,G-School,CENSAFE,TCCD,Lead risk analysis of programs and process with key stakeholders during normal day to day operations ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-501,1679,ALL,E8,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Track progress of overall department work efforts,All Sailor Task (ships),No,A-493-0050,Introduction to Naval Safety and Occupational Health Ashore,G-School,CENSAFE,TCCD,Lead risk analysis of programs and process with key stakeholders during normal day to day operations ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-502,1680,ALL,E8,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Assist the Department Head in development of policy,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-503,1681,ALL,E8,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify and mediate inter-departmental differences,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-504,1682,ALL,E8,M,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Describe the importance of measuring the effectiveness of risk management within your command,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-505,1683,ALL,E8,M,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Describe the prioritization and utilization of limited resources in managing risk to ensure mission success,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-506,1684,ALL,E9,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Advise personnel on standards of performance and conduct,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-507,1685,ALL,E9,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Advise Commanding Officer on formulation and implementation changes in policy affecting the enlisted force,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-508,1686,ALL,E9,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Ensure heritage and tradition are key components of training plans and Sailor development,All Sailor Task (ships),No,A-570-4500,Command Master Chief/Chief of the Boat,G-School,NLEC,TCCD,Counsel Chief Petty Officer Mess members,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-509,1687,ALL,E9,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,"Ensure basic and traditional communication practices (Sailor-led general military training, quarters for muster, instruction, and inspection, etc.) are executed within the command",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-510,1688,ALL,E9,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Communicate with and support Navy family members,All Sailor Task (ships),No,A-570-4500,Command Master Chief/Chief of the Boat,G-School,NLEC,TCCD,Counsel Chief Petty Officer Mess members,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-511,1689,ALL,E9,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Provide guidance to senior enlisted in developing leadership skills,All Sailor Task (ships),No,A-493-0050,Introduction to Naval Safety and Occupational Health Ashore,G-School,CENSAFE,TCCD,Communicate risk up and down the chain of command during normal day to day operations,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-512,1690,ALL,E9,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Provide leadership in the Chief Petty Officer's mess,All Sailor Task (ships),No,A-493-0050,Introduction to Naval Safety and Occupational Health Ashore,G-School,CENSAFE,TCCD,Communicate risk up and down the chain of command during normal day to day operations,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-513,1691,ALL,E9,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Provide counsel to senior personnel,All Sailor Task (ships),No,A-493-0050,Introduction to Naval Safety and Occupational Health Ashore,G-School,CENSAFE,TCCD,Communicate risk up and down the chain of command during normal day to day operations,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-514,1692,ALL,E9,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Conduct midterm evaluations on senior enlisted leadership,All Sailor Task (ships),No,A-493-0050,Introduction to Naval Safety and Occupational Health Ashore,G-School,CENSAFE,TCCD,Communicate risk up and down the chain of command during normal day to day operations,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-515,1693,ALL,E9,M,General Sailor,Leadership/Supervision,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Brief commanders on controls and resources that command can create to reduce risk to personnel (reduce risk to force),All Sailor Task (ships),No,A-493-0050,Introduction to Naval Safety and Occupational Health Ashore,G-School,CENSAFE,TCCD,Communicate risk up and down the chain of command during normal day to day operations,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NS-516,1694,ALL,E9,M,General Sailor,Programs and Policies,NAVPERS 18068F Vol I,7/1/2021,Naval Standard Task,Identify controls and resources that the command can create to reduce risk to operations (reduce risk to mission),All Sailor Task (ships),No,A-493-0050,Introduction to Naval Safety and Occupational Health Ashore,G-School,CENSAFE,TCCD,Communicate risk up and down the chain of command during normal day to day operations,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-001,427,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Validate a cycle PMS Schedule (SKED 3.1 only),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-002,428,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Validate a quarterly PMS schedule (SKED 3.1 only),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-003,429,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Validate PMS schedule (SKED 3.2 only),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-004,430,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,"Validate revisions (i.e. ACN, FBR, Admin, FR)",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-005,431,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Validate divisional equipment associations,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-006,432,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Verify equipment in IEM category status and notes,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-007,433,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Conduct an audit of the Tag-Out/Lock-Out system,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-008,434,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Verify W/C 13-Week Accountability Log and close out weekly,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-009,435,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Perform weekly close out (SKED 3.2 only),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ1-001,193,All,E1,A,Basic DC Communications,Damage Control,NAVEDTRA 43119-M (301 - Basic Damage Control [DC] Communications),3/2/2018,300 Series PQS Watch Station,"Obtain and inspect DC communications equipment IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-010,436,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Review and approve a Non-technical (Cat. A) PMS FBR ,All Sailor Task (ships),No,J-500-0029F,3M System Coordinator/Inspector,F-School,SWSC,CTTL,Describe the purpose of PMS Feedback Reports; discuss management of PMS Feedback Reports; Review PMS Feedback Reports prior to submission,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-011,437,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Review and approve a Technical (Cat. B) PMS FBR ,All Sailor Task (ships),No,J-500-0029F,3M System Coordinator/Inspector,F-School,SWSC,CTTL,State the procedures for preparing Technical Feedback Reports (TFBR); State the procedures for processing TFBRs,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-012,438,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Review and approve a Urgent PMS FBR ,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-013,439,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Review and approve Work Candidates,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-014,440,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Review and approve Configuration Item/Alteration,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-015,441,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Review Supplemental Form (OPNAV 4790/2L),All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-016,442,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Verify the accuracy of the CSMP,All Sailor Task (ships),No,J-500-0029F,3M System Coordinator/Inspector,F-School,SWSC,CTTL,Review the CSMP for accuracy,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-017,443,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Review and recommend approval for requested parts,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-018,444,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Perform PMS spot-check utilizing Tag-Out/Lock-Out system,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-019,445,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Perform a spot-check using HAZMAT,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ1-002,194,All,E1,A,Basic DC Communications,Damage Control,NAVEDTRA 43119-M (301 - Basic Damage Control [DC] Communications),3/2/2018,300 Series PQS Watch Station,"Establish and test communications IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-020,446,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Perform monitored maintenance check using Tag-Out/Lock-Out system,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-021,447,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Perform monitored maintenance using HAZMAT,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pending validation and GFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-022,448,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Perform an audit of the Change page,All Sailor Task (ships),No,J-500-0029F,3M System Coordinator/Inspector,F-School,SWSC,CTTL,Conduct a Workcenter Audit,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-023,449,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Perform an audit of the LOEP,All Sailor Task (ships),No,J-500-0029F,3M System Coordinator/Inspector,F-School,SWSC,CTTL,Conduct a Workcenter Audit,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQ10-024,450,ALL,E7,M,LCPO/Division Officer,Maintenance,NAVEDTRA 43241-P (304 - LCPO/Division Officer),8/19/2019,300 Series PQS Watch Station,Perform an audit of the MIPs,All Sailor Task (ships),No,J-500-0029F,3M System Coordinator/Inspector,F-School,SWSC,CTTL,Conduct a Workcenter Audit,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
