,PART I,,,,,,,,,,PART II,,,,,,,,,,,
1aba3ac6-67e1-476b-bc22-f0134c443093,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Refuel support equipment and ship's boats/Landing Craft Air Cushion (LCAC),Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
519f18e8-2bbb-4307-afe6-2b0a6713ed6f,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Respond to ruptured hose/piping Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
cc5b9b9e-0db2-460e-ab74-abcf90d738ff,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Secure fueling station,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
138548e2-3a05-46af-b4da-0b20ec8d103c,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Secure portable fuel/defuel equipment,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
9139a1ef-0e84-402a-a2a5-6b8aa103bd7a,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Setup fueling station to refuel and defuel aircraft,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
9925e3f9-8100-46e1-bdf6-5527e1a3fdab,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Setup portable fueling/defueling equipment,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
1e11b58e-6440-4f2a-851d-a7df9b455e96,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (303 Refueling Crewman),10/1/2009,300 Series PQS Watch Station,Utilize grounding procedures,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
1f65a428-852f-42e0-80fd-46128c69a3ec,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Respond to flight deck fire or crash Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
58182e1d-d03d-4769-ada5-4fbf1e8b70fa,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Respond to fuel station fire Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
5fb3e122-44ff-4264-bc67-697bacb2a6e8,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Respond to hangar deck fire Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
6e5f6ab5-b0f0-466a-aa60-2b5a23f00ee7,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Respond to loss of communications Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
84f254b9-d3f6-4886-9165-65f2b96a535c,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Respond to loss of electrical continuity Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
9453aee7-0caf-43d7-96b4-4904e480d185,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Respond to loss of LP air Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
f0c61211-bd3e-4196-bb63-a8001b183b6d,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Respond to loss/low/excessive service pressure Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
957f9dd5-0f06-45ea-b309-66db76219d8b,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Obtain aircraft fuel load,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ee4c4e16-a012-494d-86e2-96145a1c1b00,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Respond to ruptured hose/piping/fuel spill Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
5e5a1557-60a7-4c21-8b98-86f302f01b07,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Supervise aircraft refueling utilizing stations and portable equipment,Rating Specific Task,No,K-821-2145,Engineering Bulk Fuel Systems Shore Technician,C-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
6178eb4d-c527-4db5-acd7-2c8a3c13af6c,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Supervise defueling of aircraft,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Supervise aircraft defueling,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
3b4a4a96-fa8e-4fb1-86c7-cb162b0bb344,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Supervise flushing and obtaining samples,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify sampling procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
e5a9e63f-7939-48e9-a93e-a9f759208a06,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Supervise fueling of support equipment and ship's boats/LCAC,Rating Specific Task,No,K-821-2145,Engineering Bulk Fuel Systems Shore Technician,C-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
205a3e49-50e5-4e2b-b25d-dd46f2699e0a,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Supervise hot refueling of aircraft,Rating Specific Task,No,K-821-2145,Engineering Bulk Fuel Systems Shore Technician,C-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
209ede7a-8a00-4f4a-83ad-493216fa767c,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Supervise hot refueling of helicopter,Rating Specific Task,No,K-821-2145,Engineering Bulk Fuel Systems Shore Technician,C-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
37559e00-8b37-4328-8b16-1e8336043828,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Supervise securing of fueling stations and portable equipment,Rating Specific Task,No,K-821-2145,Engineering Bulk Fuel Systems Shore Technician,C-School,CNATT,TCCD,Explain the procedures for refueling/defueling an aircraft,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ee264061-d940-43c1-ad9e-63f818387189,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Verify alignment of fueling station,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Perform alignment of aircraft fueling stations,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
42755564-0120-4357-a5e6-372282877582,ABF,E4,A,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (304 Refueling Crew Leader),10/1/2009,300 Series PQS Watch Station,Respond to well deck fire Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
f0ac3d1c-11f2-4d23-bea8-20d35844a6ec,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Calibrate and operate the following fuel test equipment: B-2 (FSII) test kit,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
d6ab4ff2-1691-41cb-9056-9f10a5ca489b,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Calibrate and operate the following fuel test equipment: CFD/CCFD,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
66195264-352c-48cd-94f7-ab1ac7dfb326,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Calibrate and operate the following fuel test equipment: Flash point tester/NAVIFLASH,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
45c5beeb-1336-4ad1-9386-875c79563af8,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Calibrate and operate the following fuel test equipment: Free Water Detector,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
346853dc-fe0a-4835-a082-ea5548dda490,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Clean and dry sample bottles,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify sampling procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
0ddd344b-8f9a-422c-9d74-4dbd7d7ae623,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Respond to commingling of fuel Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
34b782ec-3399-4661-8892-8b6c9a5b45a6,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Respond to contaminated fuel in aircraft Alarms/Limitations/Emergencies,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify combined contaminated fuel detector (CCFD) components,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
044107a5-9fe3-4a56-b557-d6927c5d1322,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Respond to eye wash alarm Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
19e33d20-2ff6-441c-b994-31d78b050350,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Respond to fuel system casualty/ fire/crash/ flooding Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
55f4745a-885f-436c-ad59-036fed82fd26,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Respond to gross contamination in JP-5 system Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
834a7e37-8eea-4378-893f-2d55da04dd8a,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Initiate/monitor/report fuel station isolation,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
5ea70595-3747-4e8b-8fa8-d779a7186a8f,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Respond to insufficient FSII levels Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
1b27944f-abde-47d1-b7d3-6cd13f804c93,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Interpret fuel requirements as shown on daily air plan,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
a0ab0838-4bb5-482f-be88-8259c709af56,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Respond to loss of communications Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
88680e1f-b5f1-4f1d-924b-3eaac09a4c86,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Respond to low flash point Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
b5cbbbf3-eed5-4f14-93db-85b24af85995,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Maintain fuel system/ equipment status,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
e95db638-4620-467b-ba2e-ebaf02c896c3,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Maintain fuel test equipment,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
0181f99c-333f-461a-a7f9-abb56315557d,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Maintain normal communications,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
bbcd3f33-1277-4ac0-b99d-ab250828d34e,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Maintain quality surveillance records,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,"Identify fuels division logs, records, and reports","Knowledge/Performance Test, Oral Board/Test",,,,N/A
1937a542-149a-4f75-8459-4431c4c398ee,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Make appropriate reports,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
186dd642-3978-4ca8-87d3-9a619e789c7d,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Respond to mercury exposure Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
5d21b547-c072-4072-85f5-390195fa01cf,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Monitor aircraft status,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
fd147c1a-eee6-4086-ae58-e1d9f7829bcf,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Monitor all fueling and defueling operations,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
c5c34ef5-2bbd-40df-b92c-b5cfae58320f,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Obtain and process defuel/ transfer requests,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
b9d7233a-81da-4e9d-a159-65dd912f0952,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,QA,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (305 Quality Surveillance Sentry),10/1/2009,300 Series PQS Watch Station,Obtain and test samples during fuel onload,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify sampling procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
