PART I,,,,,,,,,,,PART II,,,,,,,,,Part III Cluster Analysis,,,,,,,,,,
Unique Identifier,Rating,Rank,Level (A),Billet Title,Functional Area ,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,Notes,Training Solution Type,Cluster Analysis Title,Recommended Modality,Development Specification,Candidate Platform,CFM Placement,Priority Placement,Development Ratio,Development Time (duration in hours),Estimated Instructional Time,Notes
PQ30-027,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Establish and plot ship's position using radar ranges and bearings,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship’s position utilizing radar,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-028,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Establish and plot ship's position using visual bearings,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship’s position visually,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-029,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Establish/enter and/or plot ship's position using military GPS,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship's position utilizing global position system (GPS),Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-030,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Graph currents using the ""straight line method ""showing a slack water reference line, with flood values and ebb values displayed above and below the slack water reference line, respectively",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Graph currents using the ""straight line method ""showing a slack water reference line, with flood values and ebb values displayed above and below the slack water reference line, respectively",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-031,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Graph tides using the “one-quarter/one tenth” rule found in table 3 of the tide tables  ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Graph tides using the “one-quarter/one tenth” rule found in table 3 of the tide tables  ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-032,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Identify and evaluate position accuracy indications (FOM)  ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Identify and evaluate position accuracy indications (FOM)  ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-033,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Identify and evaluate position offsets in ECDIS (if applicable),Rating Specific Task,No,A-061-0044,VMS 9 operator,F-School,SWSC,CTTL,Identify and evaluate position offsets in ECDIS (if applicable),Knowledge/Performance Test,Time Gap,Course Revision,VMS,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-034,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Identify and sound appropriate whistle signals for the following circumstances:  underway, making way in reduced visibility; underway, not making way in reduced visibility; restricted in the ability to maneuver in reduced visibility; alteration of course to port in international waters; alteration of course to STBD in international waters; intention to overtake a vessel in international waters; man overboard; operating astern propulsion; at anchor; & emergencies",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"Identify and sound appropriate whistle signals for the following circumstances:  underway, making way in reduced visibility; underway, not making way in reduced visibility; restricted in the ability to maneuver in reduced visibility; alteration of course to port in international waters; alteration of course to STBD in international waters; intention to overtake a vessel in international waters; man overboard; operating astern propulsion; at anchor; & emergencies",Knowledge/Performance Test,Time Gap,Course Revision,Lookout And Signal Operations,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-035,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Maintain the ship’s DR or electronic DR position between fixes IAW Ship’s NAVBILL for the duration of a watch,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Plot dead reckoning (DR) track,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-036,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Make compass comparisons between the bridge gyrocompass repeaters and magnetic compass  ,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine magnetic compass errors using gyro compass,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-037,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Monitor the helmsman/lee helmsman for compliance with ordered course and speed,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Monitor helm/lee helm operations,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-038,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Obtain pertinent navigation information from appropriate resources,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Obtain pertinent navigation information from appropriate resources: NGA notice to mariners; us coast guard local notice to mariners; in-force NAVAREA and HYDROLANT/HYDROPAC warnings; broadcast warnings; OPAREA forecast for local area; NAVTEX predicted coverage warnings; & lessons learned and operational information from collaboration at sea (CAS) website,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-039,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Obtain soundings using the fathometer, then verify sounding information corresponds to ship’s position",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Obtain soundings using the fathometer, then verify sounding information corresponds to ship’s position.  ",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-040,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Perform celestial observations IAW NAVDORM day’s work in navigation checklist,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Perform celestial navigation,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-041,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Plot fixes at prescribed interval IAW Ship’s NAVBILL for the duration of a watch,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Apply fix procedures,Knowledge/Performance Test,Time Gap,Course Revision,Navigation - Maritime,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-042,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Prepare and maintain the following logs and records for the watch station IAW the NAVDORM and ship’s instructions: Deck Log, Position Log, Standard Bearing Book, Navigation Workbook, Surface Weather Observation Form, Ship’s Position Report, Magnetic Compass Record",Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,"Maintain the ship's records, logs, and forms",Knowledge/Performance Test,Time Gap,Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-043,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Prepare notes for CO’S night orders notebook,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Interpret the commanding officer's (CO’s)orders,Knowledge/Performance Test,Time Gap,Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-044,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Prepare ship's position reports for submission to the navigator (If applicable),Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Make positional reports,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-045,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Record 0800, 1200, and 2000 positions in the ship’s deck log",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Make positional reports,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-046,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Record compass comparison data in the magnetic compass record book (if applicable) and/or deck log,Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,"Determine magnetic compass errors using gyro compass (QuarterM A School); maintain the ship's records, logs, and forms (QuarterM J)",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ30-047,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Record gyrocompass errors in the bearing book, magnetic compass record book, and deck log",Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,"Maintain the ship's records, logs, and forms; compute gyro compass error",Knowledge/Performance Test,Time Gap,Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-048,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Report and log malfunctions or change in the status of any navigation systems,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Course Revision,Technical Administration,Performance Support/ Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-049,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,"Take appropriate action to navigate in restricted visibility IAW the COLREGS, NAVDORM and ship’s procedures",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Identify recommended actions based on the Rules of the Road,Knowledge/Performance Test,Time Gap,Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-050,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Verify and/or setup emergency navigation laptop (ENL) ,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Taught,Course Revision,VMS,Performance Support/ Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ30-051,QM,E4,A,Navigation Specialist,Navigation,NAVEDTRA 43492 (329 - QuarterM of The Watch (QMOW)),7/1/2020,300 Series PQS Watch Station,Verify chart datum into the following:  GPS; ECDIS; & emergency navigation laptop (ENL),Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Perform nautical chart procedures,Knowledge/Performance Test,Time Gap,Course Revision,VMS,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ31-001,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,"As navigation evaluator, evaluate the accuracy of the ship's position as determined by electronic and visual means, to include independent assessment ",Rating Specific Task,No,A-061-0070,QM A (BL 0),A-School,SWSC,CTTL,Determine ship's position using fathometer; determine ship's position using running fixes; determine ship's position using sextant angles; determine ship's position utilizing global position system (GPS); determine ship's position utilizing radar; determine ship's position visually; verify ship's position data between display sources; ,Knowledge/Performance Test,Time Gap,Course Revision,Technical Administration,Video,xAPI/Captivate/ VSIM,ALL,Year 6,2,220:01:00,220,,Add to current Journeyman Course
PQ31-002,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,"As navigation evaluator, make clear, concise, accurate, and timely reports IAW established directives",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,"As navigation evaluator, make clear, concise, accurate, and timely reports IAW established directives",Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ31-003,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,"As navigation evaluator, supervise and coordinate the actions of all navigation team members, ensuring strict compliance with the NAVDORM, standing orders, and ship’s NAVBILL",Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Assess and make safe maneuvering recommendations fora vessel approaching in a crossing situation ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ31-004,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Assess and make safe maneuvering recommendations fora vessel approaching in a crossing situation ,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Assess and make safe maneuvering recommendations fora vessel approaching in a crossing situation ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ31-005,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Assess and make safe maneuvering recommendations fora vessel approaching in a head on situation ,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Assess and make safe maneuvering recommendations fora vessel approaching in a head on situation ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ31-006,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Assess and make safe maneuvering recommendations fora vessel approaching in an overtaking situation,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Assess and make safe maneuvering recommendations fora vessel approaching in an overtaking situation,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ31-007,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Assess and make safe maneuvering recommendations fora vessel approaching in an overtaking situation ,Rating Specific Task,No,J-4N-0009A,Surface Navigator/Assistant Surface Navigator,C-School,SWSC,CTTL,Assess and make safe maneuvering recommendations fora vessel approaching in an overtaking situation ,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ31-008,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Attend navigation brief IAW NAVDORM,Rating Specific Task,No,A-061-0200,Navigation Fundamentals,F-School,SWSC,CTTL,Construct navigation briefs,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ31-009,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Calculate time of meridian passage within 1 minute of Stella calculated time,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Perform celestial navigation,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ31-010,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Compare the Stella calculated position to the current fix position and determine position differential ,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Perform celestial navigation,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
PQ31-011,QM,E5,J,Navigation Specialist,Navigation,NAVEDTRA 43492 (330 - Navigation Evaluator),7/1/2020,300 Series PQS Watch Station,Conduct a simulated hurricane/typhoon evasion exercise,Rating Specific Task,No,A-061-0300,QM J,C-School,SWSC,CTTL,Discuss hurricane/typhoon evasion procedures,Knowledge/Performance Test,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A
