PART I,,,,,,,,,,PART II,,,,,,,,,,,
Rating,Rank,Level (A/J/M),Billet Title,Functional Area,Source,Date of Source,Work Element Type,Work Element (Task),Task Applicability,Formal Training Gap,CIN,Course Name,Course Type (A/C/G/F/T),Curriculum Control Authority (CCA),Life-Cycle Control Document,CTTL/PPP/TCCD Statement,Current Assessment Approach,NEC Refresher Training Selection,Journeyman,Master,Notes
ALL,E4,A,Advanced First Aid/Stretcher Bearer,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (310 - Advanced First Aid/Stretcher Bearer)",03/02/2018,300 Series PQS Watch Station,Transport a personnel casualty through a passageway IAW NAVEDTRA 14295B,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Advanced First Aid/Stretcher Bearer,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (310 - Advanced First Aid/Stretcher Bearer)",03/02/2018,300 Series PQS Watch Station,Transport a personnel casualty up and down a ladder IAW NAVEDTRA 14295B,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Advanced First Aid/Stretcher Bearer,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (310 - Advanced First Aid/Stretcher Bearer)",03/02/2018,300 Series PQS Watch Station,Transport a personnel casualty through a scuttle IAW NAVEDTRA 14295B,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Advanced First Aid/Stretcher Bearer,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (310 - Advanced First Aid/Stretcher Bearer)",03/02/2018,300 Series PQS Watch Station,Transport a personnel casualty through a hatch IAW NAVEDTRA 14295B,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Advanced First Aid/Stretcher Bearer,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (310 - Advanced First Aid/Stretcher Bearer)",03/02/2018,300 Series PQS Watch Station,Transport a personnel casualty through a vertical trunk IAW NAVEDTRA 14295B,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Advanced First Aid/Stretcher Bearer,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (310 - Advanced First Aid/Stretcher Bearer)",03/02/2018,300 Series PQS Watch Station,Transport personnel casualties to a designated Battle Dressing Station IAW NAVEDTRA 14295B,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Advanced First Aid/Stretcher Bearer,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (310 - Advanced First Aid/Stretcher Bearer)",03/02/2018,300 Series PQS Watch Station,"Locate, inventory, and inspect a Gun bag and a First-Aid box IAW Medical Department Battle Bill",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Aqueous Film Forming Foam (AFFF)/Transfer Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (311 - Aqueous Film Forming Foam [AFFF]/Transfer Station Operator)",03/02/2018,300 Series PQS Watch Station,Man an AFFF station and establish communications IAW RPM,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Aqueous Film Forming Foam (AFFF)/Transfer Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (311 - Aqueous Film Forming Foam [AFFF]/Transfer Station Operator)",03/02/2018,300 Series PQS Watch Station,Verify system alignment using applicable documentation IAW EOSS/SOP,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Aqueous Film Forming Foam (AFFF)/Transfer Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (311 - Aqueous Film Forming Foam [AFFF]/Transfer Station Operator)",03/02/2018,300 Series PQS Watch Station,Operate an AFFF system IAW Posted Operating Procedures,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Aqueous Film Forming Foam (AFFF)/Transfer Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (311 - Aqueous Film Forming Foam [AFFF]/Transfer Station Operator)",03/02/2018,300 Series PQS Watch Station,Identify on-station indicators IAW EOSS/LOP,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Aqueous Film Forming Foam (AFFF)/Transfer Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (311 - Aqueous Film Forming Foam [AFFF]/Transfer Station Operator)",03/02/2018,300 Series PQS Watch Station,Replenish AFFF tanks manually IAW EOSS/LOP,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Aqueous Film Forming Foam (AFFF)/Transfer Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (311 - Aqueous Film Forming Foam [AFFF]/Transfer Station Operator)",03/02/2018,300 Series PQS Watch Station,Operate the AFFF transfer system IAW EOSS/LOP,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Aqueous Film Forming Foam (AFFF)/Transfer Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (311 - Aqueous Film Forming Foam [AFFF]/Transfer Station Operator)",03/02/2018,300 Series PQS Watch Station,Manually operate an AFFF system IAW EOSS/LOP,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Aqueous Film Forming Foam (AFFF)/Transfer Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (311 - Aqueous Film Forming Foam [AFFF]/Transfer Station Operator)",03/02/2018,300 Series PQS Watch Station,Align system for operation using cross-connect IAW EOSS/LOP,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Aqueous Film Forming Foam (AFFF)/Transfer Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (311 - Aqueous Film Forming Foam [AFFF]/Transfer Station Operator)",03/02/2018,300 Series PQS Watch Station,Respond to AFFF transfer system is unusable or fails,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Aqueous Film Forming Foam (AFFF)/Transfer Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (311 - Aqueous Film Forming Foam [AFFF]/Transfer Station Operator)",03/02/2018,300 Series PQS Watch Station,Respond to loss of electrical power,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Aqueous Film Forming Foam (AFFF)/Transfer Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (311 - Aqueous Film Forming Foam [AFFF]/Transfer Station Operator)",03/02/2018,300 Series PQS Watch Station,Respond to loss of firemain/DSW pressure,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Aqueous Film Forming Foam (AFFF)/Transfer Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (311 - Aqueous Film Forming Foam [AFFF]/Transfer Station Operator)",03/02/2018,300 Series PQS Watch Station,Respond to loss of AFFF concentrate,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Aqueous Film Forming Foam (AFFF)/Transfer Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (311 - Aqueous Film Forming Foam [AFFF]/Transfer Station Operator)",03/02/2018,300 Series PQS Watch Station,Respond to failed valves/SOPV/MOPV,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Aqueous Film Forming Foam (AFFF)/Transfer Station Operator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (311 - Aqueous Film Forming Foam [AFFF]/Transfer Station Operator)",03/02/2018,300 Series PQS Watch Station,Respond to loss of communications,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,"Conduct a continuous investigation of the assigned area IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,"Make reports to the Scene Leader and controlling station using standard phraseology and symbology IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,"Sound tanks and voids IAW NSTM 079, Vol. 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,"Investigate watertight closures IAW NSTM 079, Vols. 1, 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,"Investigate bulkhead, deck, and overhead penetrations IAW NSTM 079, Vols. 1, 2",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,Inventory and inspect investigator kit IAW AEL,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,"Monitor/set fire, flooding, and smoke/toxic gas boundaries IAW NSTM 079, Vol. 2/NSTM 555/RPM",All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,Determine the effectiveness of installed firefighting and desmoking systems IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,"Identify causes, dangers, procedures, and safety requirements during fire fighting trainer walk-thru","Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,Respond to access blocked/locked,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Describe the principles and procedures invovled with the portable exothemic cutting unit (PECU),"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,Respond to inability to locate other investigator,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,Respond to smoke/fire/flooding/toxic boundaries compromised,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,Respond to class A fire,All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWSC,TCCD,"Combat a Class Alpha, Bravo, and Charlie fire","Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,Respond to class B fire,All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWSC,TCCD,"Combat a Class Alpha, Bravo, and Charlie fire","Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,Respond to class C fire,All Sailor Task (ships),No,A-495-0416,General Shipboard Firefighting-Self Contained Breathing Apparatus (SCBA),F-School,SWSC,TCCD,"Combat a Class Alpha, Bravo, and Charlie fire","Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,Respond to class D fire,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,Respond to magazine fire,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,Respond to special scenario fire,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,Respond to flooding,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,Respond to structural damage,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,Respond to toxic gas/Lithium-Ion batteries,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,Respond to hazardous material spill,All Sailor Task (ships),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Pending validation and GFI
ALL,E4,A,Repair Party Investigator,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (312 - Repair Party Investigator)",03/02/2018,300 Series PQS Watch Station,Respond to loss of electrical power,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",03/02/2018,300 Series PQS Watch Station,"Make required reports to the controlling station using standard phraseology and symbology for fire IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",03/02/2018,300 Series PQS Watch Station,"Make required reports to the controlling station using standard phraseology and symbology for flood IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",03/02/2018,300 Series PQS Watch Station,"Make required reports to the controlling station using standard phraseology and symbology for structural damage IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",03/02/2018,300 Series PQS Watch Station,"Make required reports to the controlling station using standard phraseology and symbology for toxic gas/lithium ion batteries IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",03/02/2018,300 Series PQS Watch Station,"Make required reports to the controlling station using standard phraseology and symbology for CBR environment IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",03/02/2018,300 Series PQS Watch Station,"Make required reports to the controlling station using standard phraseology and symbology for HAZMAT spill IAW NSTM 079, Vol. 2",All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Discuss damage control communications,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",03/02/2018,300 Series PQS Watch Station,Determine method of fire attack IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Determine fire fighting procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
ALL,E4,A,Scene Leader,Damage Control,"NAVEDTRA 43119-M, Damage Control (DC) (313 - Scene Leader)",03/02/2018,300 Series PQS Watch Station,Determine the need for multi-hose attack IAW NSTM 555,All Sailor Task (ships),No,J-495-0419,Advanced Shipboard Firefighting,F-School,SWSC,TCCD,Determine fire fighting procedures,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
